Comment if error,Asin,UPC,ASIN Name,Brand Name,BU,loaddate
Not in Vendor Central F3,B0842KWLZF,48500203637,Tazo Iced Tea Awake Black Tea 12 fl oz Bottle,Tazo,Beverages,6/16/20
Not in Vendor Central F3,B0842KYPD6,48500203675,Tazo Iced Tea Zen Green Tea 42 fl oz Bottle,Tazo,Beverages,6/16/20
Not in Vendor Central F3,B0842L5CST,48500203644,Tazo Iced Tea Zen Green Tea 12 fl oz Bottle,Tazo,Beverages,6/16/20
F3,B0005Z89XU,7.39511E+11,"SOBE Elixir, Pina Colada, 20 Ounce Bottle (Pack of 12)",SoBe,Beverages,6/16/20
F3,B0015GS3NE,2840008405,"Munchies Snack Mix, Flamin' Hot, 8 oz",Munchies,FLNA,6/16/20
F3,B002U5C1LE,78000098464,"Dr Pepper Cherry, 2 L bottle",Dr Pepper,Beverages,6/16/20
F3,B002U5G3LS,,"DR PEPPER CHERRY, 12 FL OZ CANS, 12 PACK",Dr Pepper,Beverages,6/16/20
F3,B003QAFENO,8259223464,"Naked Juice Orange Juice, 64 oz",Naked Juice,Beverages,6/16/20
F3,B00408JDCO,12000106064,"Mountain Dew Mtn Dew Soda, 12 Fl oz (pack of 20)",Mountain Dew,Beverages,6/16/20
F3,B004K9C4ZG,78000083101,"Diet Dr. Pepper, 12-Ounce Cans (Pack of 24)",Diet Dr Pepper,Beverages,6/16/20
F3,B00F65KVG2,7800001362,"Crush Strawberry Soda (12 oz. cans, 12 pk.)",Crush,Beverages,6/16/20
F3,B00FFJ0ABK,12000030666,"Pepsi Cola Soda with Real Sugar, Throwback, 2 Liter Bottle",Pepsi,Beverages,6/16/20
F3,B00FFJ0ARO,1200011239,"Pepsi Zero Sugar 16.9oz 6Pk, 101.4 Fl Oz",Pepsi,Beverages,6/16/20
F3,B00FFJ3ZUI,78000083316,"Diet Dr Pepper, 12 fl oz bottles, 8 Count",Diet Dr Pepper,Beverages,6/16/20
F3,B00H3T7ZVS,52000132267,"Gatorade Series 02 Perform Watermelon Citrus Thirst Quencher Sports Drink, 32 Oz",Gatorade,Beverages,6/16/20
F3,B00H3TRAK4,78000013252,Crush Orange Soda Regular Calorie Plastic Bottle 6-Pk (6x16.9 Fl oz),Crush,Beverages,6/16/20
F3,B00R52G7UI,78000019506,"Crush Orange Soda, Regular Calorie, 12 Fl Oz",Crush,Beverages,6/16/20
F3,B00S1V1OTG,8.18094E+11,"Rockstar Rockstar Org Isld Ft, 16 Fl oz",Rockstar,Beverages,6/16/20
F3,B014JSS0QE,8.76063E+11,Muscle Milk Muscle Milk Pro Series Intense Vanilla 14 Fl Oz,Muscle Milk,Beverages,6/16/20
F3,B01AS9IWIO,8.18094E+11,"Rockstar Rockstar PureZro Wtrmln, 16 Fl oz",Rockstar,Beverages,6/16/20
F3,B01CT6UCGO,2840058965,"Fritos Lightly Salted Corn Chips, 9.25 oz",Fritos,FLNA,6/16/20
F3,B01EMQXCQ6,78000002058,"Dr Pepper Soda Can, 6 ct, 7.5 oz",Dr Pepper,Beverages,6/16/20
F3,B01EMQXCQG,78000002058,"Diet Dr Pepper Soda, 7.5 Fl Oz (pack of 6)",Diet Dr Pepper,Beverages,6/16/20
F3,B01FHTGFHK,,"Dr Pepper 6 Piece Soft Drink, 16.9 oz",Dr Pepper,Beverages,6/16/20
F3,B01FHTGFIY,78000099164,"Dr Pepper 12 Piece Diet Cherry Soft Drink, 12 oz",Diet Dr Pepper,Beverages,6/16/20
F3,B01FHTGFL6,78000082319,"Dr Pepper 8 Piece Soft Drink, 12 oz",Dr Pepper,Beverages,6/16/20
F3,B01N1HB7GQ,12000112232,"Lipton Ice Tea, Peach, 20oz Bottle",Lipton,Beverages,6/16/20
F3,B0779L1B4V,8.18094E+11,"Rockstar Rockstar PureZro Org, 16 Fl oz",Rockstar,Beverages,6/16/20
F3,B07BLKM2WM,8.59584E+11,"Yachak Organic Yerba Mate, Berry Red, 16 Fl Oz",Yachak,Beverages,6/16/20
F3,B07DS1BXMH,12000180217,"Pepsi Zero Sugar 7.5OZ 24PK, 24 Count",Diet Pepsi,Beverages,6/16/20
F3,B07HHXY2KW,48500201299,"Starbucks Espresso Caramel Macchiato, 40 fl oz",Starbucks,Beverages,6/16/20
F3,B07MXPWZLF,8.18094E+11,"Rockstar Xdurance Peach Iced Tea liquid Energy Drink Can 16 Oz, 16 Fl Oz",Rockstar,Beverages,6/16/20
F3,B07PQ6NMHY,1200018377,Pure Leaf 5 Flavor Sampler,Pure Leaf,Beverages,6/16/20
F3,B07Q8MKTBZ,8.53311E+11,"KeVita Organic Lavender Melon Kombucha, 15.2 Fl Oz",Kevita,Beverages,6/16/20
F3,B07VCL1HP3,52000042528,"G ZERO Liquid Sports Drink Plastic, Glacier Cherry, 32 Fl Oz",Gatorade,Beverages,6/16/20
F3,B07VCNNCZK,1200018419,"Pepsi Lime 12oz 8Pk Sleek Cans, 96 Fl Oz",Pepsi,Beverages,6/16/20
F3,B07VD2Z1CS,78000031478,"Schweppes Ginger Ale 7.5oz 10Pk, 75 Fl Oz",Schweppes,Beverages,6/16/20
F3,B07VFNZHVT,52000042283,"G ZERO Liquid Sports Drink Plastic, Orange, 32 Fl Oz",Gatorade,Beverages,6/16/20
F3,B07VFQSL5X,12000184239,"Pepsi Mango 12oz 8Pk Sleek Cans, 96 Fl Oz",Pepsi,Beverages,6/16/20
F3,B07VGS6HDL,18094002244,"Rockstar Pure Zero Liquid Energy Drink Can, Silver Ice, 16 Fl Oz",Rockstar,Beverages,6/16/20
F3,B07VHWLXTG,5200004227,"G ZERO Liquid Sports Drink Plastic, Lemon Lime, 32 Fl Oz",Gatorade,Beverages,6/16/20
F3,B07WL7513H,12000184154,"Pepsi Berry 12oz 8Pk Sleek Cans, 96 Fl Oz",Pepsi,Beverages,6/16/20
F3,B07WXFGXFW,48500202739,Tropicana Strawberry Peach Juice 52 OZ,Tropicana,Beverages,6/16/20
F3,B07XM76JY4,8.18094E+11,"Rockstar Energy, Hardcore Apple 16 Fl Oz",Rockstar,Beverages,6/16/20
F3,B07XY8M8H8,1200018375,"Pepsi Vanilla Soft Drink, 20oz",Pepsi,Beverages,6/16/20
F3,B07XY99T9M,8.18094E+11,"Rockstar Xdurance Energy Drink, Ripped Red Zero Sugar, 16oz",Rockstar,Beverages,6/16/20
F3,B07Y6SDHLT,52000044218,BOLT24 Mixed Berry 16.9 oz Single Bottle,Gatorade,Beverages,6/16/20
F3,B07YLGTT1C,8.76063E+11,Muscle Milk Pro Series Go Bananas 14 Oz Bottle 14 Fl Oz,Muscle Milk,Beverages,6/16/20
F3,B07ZK5SS96,52000043228,"Propel Vitamin Boost, Blackberry Lemon, 20oz Bottle",Propel,Beverages,6/16/20
F3,B07ZK5W6NP,52000044836,BOLT24 G Bolt 24 16.9oz Energized Orange Passion Fruit Single Bottle,Gatorade,Beverages,6/16/20
F3,B07ZK6GJQT,52000044829,BOLT24 G Bolt 24 16.9oz Energized Cherry Lime Single Bottle,Gatorade,Beverages,6/16/20
F3,B081BT6R56,78000013719,"Crush Strawberry Soda, Regular Calorie, 2 Liter Plastic Bottle",Crush,Beverages,6/16/20
F3,B084WNYZN8,7800003354,"Dr Pepper & Cream Soda, .5 Liter Bottles, 6 Pack",Dr Pepper,Beverages,6/16/20
F3,B084WPYLML,7800003349,"Dr Pepper & Cream Soda, 12 Fluid Ounce Cans, 12 Pack",Dr Pepper,Beverages,6/16/20
F3,B084Y4HP98,48500201282,Starbucks Skinny Caramel Macchiato Chilled Espresso Beverage 40 Fl Oz,Starbucks,Beverages,6/16/20
F3,B0864X28ZQ,12000190797,"Bubly Blueberry Pomegranate 12oz 8Pk, 96 Fl Oz",Bubly,Beverages,6/16/20
F3,B0864Z53TS,12000190780,"Bubly White Peach Ginger 12oz 8Pk, 96 Fl Oz",Bubly,Beverages,6/16/20
F3,B084WQGV3G,78000033571,"Diet Dr Pepper & Cream Soda, 12 Fluid Ounce Cans, 12 Pack",Diet Dr Pepper,Beverages,6/23/20
F3,B086QPGV4F,1200017152,"bubly Sparkling Water, Strawberry, 12 fl oz Cans  (Pack of 8))",Bubly,Beverages,6/23/20
F3,B084HLCZLH,1200018289,"Bubly Watermelon 12oz, 12 Fl Oz",Bubly,Beverages,6/30/20
Not in VC,B084DNZP3H,1200018288,"Bubly, Pineapple, 12 fl oz",Bubly,Beverages,6/30/20
3P,B000HIHEQS,1.003E+13,"Quaker Rice Cakes, Mini Caramel, 3.5-Ounce Bags (Pack of 12)",POPPED,Quaker,7/8/20
F3,B07FJFKY63,4850020281,"Tropicana Orange Juice, No Pulp, Low Acid, 52 Fl Oz",Tropicana,Beverages,7/8/20
F3,B07L64TH4S,1200018164,"Pure Leaf Raspberry Iced Tea, 16.9oz Bottles, 6 Count",Pure Leaf,Beverages,7/8/20
F3,B07L6BSPM7,1200018164,"Pure Leaf Sweetened Iced Tea with Lemon, 16.9oz Bottles, 6 Count",Pure Leaf,Beverages,7/8/20
